ID,Lake,Time,Cohort ,Date_of_Collection,Fish_Num,Day,Width,Temperature,SL
1228,GHP,Early,Early_Int,150515,19,1,0.784679487,16.83388,5.5
1229,GHP,Early,Early_Int,150515,19,2,1.248355042,16.9698,5.5
1230,GHP,Early,Early_Int,150515,19,3,1.309699866,17.10572,5.5
1231,GHP,Early,Early_Int,150515,19,4,1.709175836,17.24164,5.5
1232,GHP,Early,Early_Int,150515,20,1,1.303032961,16.83388,4.9
1233,GHP,Early,Early_Int,150515,20,2,1.852136775,16.9698,4.9
1234,GHP,Early,Early_Int,150515,20,3,1.696882229,17.10572,4.9
1235,GHP,Early,Early_Int,150515,20,4,0.947915152,17.24164,4.9
1236,UMP,Early,Early_Int,150515,22,1,2.535892623,18.01996,6.1
1237,UMP,Early,Early_Int,150515,22,2,1.434926388,18.31197,6.1
1238,UMP,Early,Early_Int,150515,22,3,2.021365056,18.60399,6.1
1239,UMP,Early,Early_Int,150515,22,4,1.76569311,18.89601,6.1
1240,UMP,Early,Early_Int,150515,22,5,1.013079625,19.18803,6.1
1241,UMP,Early,Early_Int,150515,26,2,2.349333041,18.31197,5.7
1242,UMP,Early,Early_Int,150515,26,3,1.702321475,18.60399,5.7
1243,UMP,Early,Early_Int,150515,26,4,2.31662273,18.89601,5.7
1244,UMP,Early,Early_Int,150515,26,5,1.439398133,19.18803,5.7
1245,UMP,Early,Early_Int,150515,28,2,4.113566033,18.31197,7.8
1246,UMP,Early,Early_Int,150515,28,3,3.309368218,18.60399,7.8
1247,UMP,Early,Early_Int,150515,28,4,1.924991226,18.89601,7.8
1248,UMP,Early,Early_Int,150515,28,5,1.492652094,19.18803,7.8
1249,UMP,Early,Early_Int,150515,29,1,3.340166604,18.31197,7
1250,UMP,Early,Early_Int,150515,29,2,3.414930456,18.60399,7
1251,UMP,Early,Early_Int,150515,29,3,2.471718372,18.89601,7
1252,UMP,Early,Early_Int,150515,29,4,2.465739967,19.18803,7
1253,UMP,Early,Early_Int,150515,30,2,2.678326049,18.60399,6.8
1254,UMP,Early,Early_Int,150515,30,3,2.643485233,18.89601,6.8
1255,UMP,Early,Early_Int,150515,30,4,3.333873531,19.18803,6.8
1256,UMP,Early,Early_Int,150515,33,1,2.139319781,18.31197,5.9
1257,UMP,Early,Early_Int,150515,33,2,2.136565048,18.60399,5.9
1258,UMP,Early,Early_Int,150515,33,3,2.795169596,18.89601,5.9
1259,UMP,Early,Early_Int,150515,33,4,2.300067032,19.18803,5.9
1260,UMP,Early,Early_Int,150515,39,2,2.604432766,18.60399,5.5
1261,UMP,Early,Early_Int,150515,39,3,2.012279603,18.89601,5.5
1262,UMP,Early,Early_Int,150515,39,4,1.243256541,19.18803,5.5
1263,NPN,Early,Early_Int,150516,43,2,3.736232577,19.07441,6
1264,NPN,Early,Early_Int,150516,43,3,2.157805537,19.28377,6
1265,NPN,Early,Early_Int,150516,43,4,1.524697848,19.49312,6
1266,NPN,Early,Early_Int,150516,43,5,2.146187943,19.70247,6
1267,NPN,Early,Early_Int,150516,45,1,2.523290083,18.65571,4.8
1268,NPN,Early,Early_Int,150516,45,2,2.234170188,18.86506,4.8
1269,NPN,Early,Early_Int,150516,45,3,1.787332383,19.07441,4.8
1270,NPN,Early,Early_Int,150516,45,4,2.234165061,19.28377,4.8
1271,NPN,Early,Early_Int,150516,45,5,1.498206573,19.49312,4.8
1272,NPN,Early,Early_Int,150516,45,6,1.241931628,19.70247,4.8
1273,NPN,Early,Early_Int,150516,47,2,2.201282969,19.07441,6
1274,NPN,Early,Early_Int,150516,47,3,1.835184,19.28377,6
1275,NPN,Early,Early_Int,150516,47,4,1.944698191,19.49312,6
1276,NPN,Early,Early_Int,150516,47,5,1.700637503,19.70247,6
1277,NPN,Early,Early_Int,150516,50,1,2.45111155,18.65571,6
1278,NPN,Early,Early_Int,150516,50,2,2.0598427,18.86506,6
1279,NPN,Early,Early_Int,150516,50,3,2.85080256,19.07441,6
1280,NPN,Early,Early_Int,150516,50,4,2.349983328,19.28377,6
1281,NPN,Early,Early_Int,150516,50,5,2.280157484,19.49312,6
1282,NPN,Early,Early_Int,150516,50,6,1.060623656,19.70247,6
1283,NPN,Early,Early_Int,150516,53,2,3.321964797,19.28377,5.7
1284,NPN,Early,Early_Int,150516,53,3,2.807815896,19.49312,5.7
1285,NPN,Early,Early_Int,150516,53,4,3.589120629,19.70247,5.7
1286,NPN,Early,Early_Int,150516,55,2,2.656415588,19.07441,5
1287,NPN,Early,Early_Int,150516,55,3,2.136046658,19.28377,5
1288,NPN,Early,Early_Int,150516,55,4,1.695056845,19.49312,5
1289,NPN,Early,Early_Int,150516,55,5,1.329034916,19.70247,5
1290,NPN,Early,Early_Int,150516,56,2,2.918306944,19.07441,5.4
1291,NPN,Early,Early_Int,150516,56,3,2.37924097,19.28377,5.4
1292,NPN,Early,Early_Int,150516,56,4,1.701879968,19.49312,5.4
1293,NPN,Early,Early_Int,150516,56,5,2.111112129,19.70247,5.4
1294,NPN,Early,Early_Int,150516,57,1,3.047991253,19.07441,5.4
1295,NPN,Early,Early_Int,150516,57,2,2.294491654,19.28377,5.4
1296,NPN,Early,Early_Int,150516,57,3,1.892246645,19.49312,5.4
1297,NPN,Early,Early_Int,150516,57,4,2.073543288,19.70247,5.4
1298,NPN,Early,Early_Int,150516,60,1,2.712112933,18.65571,7.2
1299,NPN,Early,Early_Int,150516,60,2,2.055013169,18.86506,7.2
1300,NPN,Early,Early_Int,150516,60,3,1.385232417,19.07441,7.2
1301,NPN,Early,Early_Int,150516,60,4,2.184406712,19.28377,7.2
1302,NPN,Early,Early_Int,150516,60,5,1.585661464,19.49312,7.2
1303,NPN,Early,Early_Int,150516,60,6,2.745094221,19.70247,7.2
1304,WHT,Early,Early_Int,150516,64,3,2.380261059,18.25795,6.5
1305,WHT,Early,Early_Int,150516,64,4,1.934431635,18.64326,6.5
1306,WHT,Early,Early_Int,150516,64,5,2.40293566,19.02857,6.5
1307,WHT,Early,Early_Int,150516,67,2,1.66713696,17.87263,7.4
1308,WHT,Early,Early_Int,150516,67,3,2.568898724,18.25795,7.4
1309,WHT,Early,Early_Int,150516,67,4,3.114509359,18.64326,7.4
1310,WHT,Early,Early_Int,150516,67,5,2.200111444,19.02857,7.4
1311,WHT,Early,Early_Int,150516,71,3,2.892392393,18.64326,6
1312,WHT,Early,Early_Int,150516,71,4,1.868424406,19.02857,6
1313,WHT,Early,Early_Int,150516,72,2,3.646443162,18.25795,6.1
1314,WHT,Early,Early_Int,150516,72,3,2.634064248,18.64326,6.1
1315,WHT,Early,Early_Int,150516,72,4,2.444752315,19.02857,6.1
1316,WHT,Early,Early_Int,150516,76,2,3.436317597,17.87263,5.9
1317,WHT,Early,Early_Int,150516,76,3,2.613634718,18.25795,5.9
1318,WHT,Early,Early_Int,150516,76,4,2.719934907,18.64326,5.9
1319,WHT,Early,Early_Int,150516,76,5,2.565103594,19.02857,5.9
1320,WHT,Early,Early_Int,150516,79,2,2.535145953,18.25795,6.3
1321,WHT,Early,Early_Int,150516,79,3,2.000236831,18.64326,6.3
1322,WHT,Early,Early_Int,150516,79,4,2.15260066,19.02857,6.3
1323,WHT,Early,Early_Int,150516,80,3,3.234270823,18.64326,6.5
1324,WHT,Early,Early_Int,150516,80,4,2.620649603,19.02857,6.5
