File_Name,Location,Date,Oto_Num,Measurement,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_102_JS_reimage.tif,GHP,150601,102,9.633,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_102_JS_reimage.tif,GHP,150601,102,11.551,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_102_JS_reimage.tif,GHP,150601,102,11.551,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,6.289,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,10.222,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,12.153,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,14.397,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,15.969,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,18.451,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,19.542,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,21.601,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,23.289,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_103_JS_reimage0001.tif,GHP,150601,103,23.292,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_104_JS_reimage.tif,GHP,150601,104,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_104_JS_reimage.tif,GHP,150601,104,4.683,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_104_JS_reimage.tif,GHP,150601,104,7.123,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_104_JS_reimage.tif,GHP,150601,104,8.399,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_104_JS_reimage.tif,GHP,150601,104,9.672,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_104_JS_reimage.tif,GHP,150601,104,11.274,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_104_JS_reimage.tif,GHP,150601,104,11.228,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,6.192,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,8.887,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,11.706,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,13.846,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,16.4,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_105_JS_reimage.tif,GHP,150601,105,18.619,,,,,,,,,,,,,,,,,,,,,
